playerID,full_name,role,era_label,ovr_3y,rarity_3y,str_val_3y,ctl_val_3y,grt_val_3y,mov_val_3y,sta_val_3y,ovr_7y,rarity_7y,str_val_7y,ctl_val_7y,grt_val_7y,mov_val_7y,sta_val_7y,ovr_diff,str_diff,ctl_diff,grt_diff,mov_diff,sta_diff
aceveal01,Alfredo Aceves,RP,Efficiency Era (2006-2015),65.9,Uncommon,41.1,63.0,74.4,47.2,38.0,58.9,Common,42.8,60.0,63.3,29.3,27.2,7.000000000000007,-1.6999999999999957,3.0,11.100000000000009,17.900000000000002,10.8
aceveju01,Juan Acevedo,RP,Steroid Era (1994-2005),63.5,Uncommon,32.9,61.4,58.2,59.5,42.1,57.1,Common,35.2,50.7,35.8,33.5,38.0,6.399999999999999,-2.3000000000000043,10.699999999999996,22.400000000000006,26.0,4.100000000000001
ackerji01,Jim Acker,RP,Big Hair Era (1977-1993),63.0,Uncommon,52.3,63.6,47.3,57.8,31.0,59.7,Common,36.6,55.2,33.7,61.4,50.5,3.299999999999997,15.699999999999996,8.399999999999999,13.599999999999994,-3.6000000000000014,-19.5
ackerto01,Tom Acker,RP,Integration (1942-1960),63.0,Uncommon,80.2,45.6,58.0,24.3,44.2,61.2,Uncommon,76.1,52.1,51.2,18.0,47.4,1.7999999999999972,4.1000000000000085,-6.5,6.799999999999997,6.300000000000001,-3.1999999999999957
acostcy01,Cy Acosta,RP,Expansion (1961-1976),59.7,Common,45.3,39.2,72.4,50.3,29.6,60.2,Uncommon,45.7,46.9,73.4,47.4,27.5,-0.5,-0.4000000000000057,-7.699999999999996,-1.0,2.8999999999999986,2.1000000000000014
acostma01,Manny Acosta,RP,Efficiency Era (2006-2015),58.3,Common,56.1,40.7,53.8,40.4,22.4,57.2,Common,53.9,33.8,47.5,36.1,23.7,1.0999999999999943,2.200000000000003,6.900000000000006,6.299999999999997,4.299999999999997,-1.3000000000000007
adamja01,Jason Adam,RP,Modern Era (2016-Pres),76.2,Rare,60.2,59.3,102.1,65.4,24.1,79.1,Rare,73.0,52.3,108.7,68.6,23.6,-2.8999999999999915,-12.799999999999997,7.0,-6.6000000000000085,-3.1999999999999886,0.5
adamsac01,Ace Adams,RP,Integration (1942-1960),69.0,Uncommon,24.9,49.6,63.7,84.6,53.5,59.7,Common,17.7,48.2,46.0,80.2,45.1,9.299999999999997,7.199999999999999,1.3999999999999986,17.700000000000003,4.3999999999999915,8.399999999999999
adamsba01,Babe Adams,SP,Deadball (1901-1919),92.9,Legendary,41.3,113.3,81.0,86.3,94.3,92.1,Legendary,30.2,124.7,67.2,90.6,96.4,0.8000000000000114,11.099999999999998,-11.400000000000006,13.799999999999997,-4.299999999999997,-2.1000000000000085
adamsem01,Emery Adams,SP,Golden Era (1920-1941),59.7,Common,54.7,39.4,67.8,29.1,46.4,60.1,Uncommon,60.1,43.7,64.1,26.6,45.9,-0.3999999999999986,-5.399999999999999,-4.300000000000004,3.700000000000003,2.5,0.5
adamsmi03,Mike Adams,RP,Efficiency Era (2006-2015),76.9,Rare,64.4,66.0,87.3,72.6,24.4,79.8,Rare,71.5,71.1,90.5,70.5,25.8,-2.8999999999999915,-7.099999999999994,-5.099999999999994,-3.200000000000003,2.0999999999999943,-1.4000000000000021
adamste01,Terry Adams,RP,Steroid Era (1994-2005),73.1,Rare,60.4,49.6,41.1,92.0,52.7,67.2,Uncommon,64.1,43.4,44.6,73.3,43.8,5.8999999999999915,-3.6999999999999957,6.200000000000003,-3.5,18.700000000000003,8.900000000000006
affelje01,Jeremy Affeldt,RP,Efficiency Era (2006-2015),59.3,Common,53.4,40.9,37.8,55.1,43.5,67.5,Uncommon,57.7,48.6,52.6,74.0,37.3,-8.200000000000003,-4.300000000000004,-7.700000000000003,-14.800000000000004,-18.9,6.200000000000003
agostju01,Juan Agosto,RP,Big Hair Era (1977-1993),59.7,Common,30.8,37.8,64.9,67.8,34.6,63.9,Uncommon,33.2,46.2,59.7,84.4,32.3,-4.199999999999996,-2.400000000000002,-8.400000000000006,5.200000000000003,-16.60000000000001,2.3000000000000043
aguilri01,Rick Aguilera,RP,Steroid Era (1994-2005),77.9,Rare,71.0,64.0,81.1,68.5,35.1,80.1,Epic,70.1,83.7,77.9,59.5,39.4,-2.1999999999999886,0.9000000000000057,-19.700000000000003,3.1999999999999886,9.0,-4.299999999999997
aguirha01,Hank Aguirre,RP,Expansion (1961-1976),76.7,Rare,58.8,66.0,62.6,47.1,79.1,73.3,Rare,56.4,65.4,68.1,48.3,58.5,3.4000000000000057,2.3999999999999986,0.5999999999999943,-5.499999999999993,-1.1999999999999957,20.599999999999994
akerja01,Jack Aker,RP,Expansion (1961-1976),62.6,Uncommon,40.0,60.9,62.3,53.9,33.3,62.5,Uncommon,34.2,58.5,58.9,62.1,36.4,0.10000000000000142,5.799999999999997,2.3999999999999986,3.3999999999999986,-8.200000000000003,-3.1000000000000014
akinke01,Keegan Akin,RP,Modern Era (2016-Pres),62.5,Uncommon,62.6,56.0,63.0,31.2,37.3,58.5,Common,62.5,54.6,38.2,30.2,30.9,4.0,0.10000000000000142,1.3999999999999986,24.799999999999997,1.0,6.399999999999999
alberma01,Matt Albers,RP,Efficiency Era (2006-2015),65.0,Uncommon,52.0,62.6,78.0,44.4,23.0,62.6,Uncommon,39.1,54.1,70.6,61.2,25.5,2.3999999999999986,12.899999999999999,8.5,7.400000000000006,-16.800000000000004,-2.5
albural01,Al Alburquerque,RP,Efficiency Era (2006-2015),68.9,Uncommon,77.8,28.3,83.8,63.6,22.6,68.4,Uncommon,82.1,17.9,82.7,69.1,22.0,0.5,-4.299999999999997,10.400000000000002,1.0999999999999943,-5.499999999999993,0.6000000000000014
alcaljo01,Jorge Alcala,RP,Modern Era (2016-Pres),59.2,Common,52.8,60.0,64.6,25.8,24.5,57.0,Common,55.3,47.7,54.3,12.4,21.2,2.200000000000003,-2.5,12.299999999999997,10.299999999999997,13.4,3.3000000000000007
alcansa01,Sandy Alcantara,SP,Modern Era (2016-Pres),83.5,Epic,61.4,84.7,62.7,55.9,86.8,75.7,Rare,53.9,69.2,63.1,53.4,69.0,7.799999999999997,7.5,15.5,-0.3999999999999986,2.5,17.799999999999997
aldresc01,Scott Aldred,RP,Steroid Era (1994-2005),58.3,Common,41.5,41.3,34.3,75.5,20.9,54.7,Common,44.6,33.6,17.9,32.5,25.5,3.5999999999999943,-3.1000000000000014,7.699999999999996,16.4,43.0,-4.600000000000001
aldrivi01,Vic Aldridge,SP,Golden Era (1920-1941),66.0,Uncommon,17.5,67.5,23.2,61.3,94.9,68.5,Uncommon,20.7,65.0,40.5,60.3,87.8,-2.5,-3.1999999999999993,2.5,-17.3,1.0,7.1000000000000085
alexado01,Doyle Alexander,SP,Big Hair Era (1977-1993),70.4,Rare,33.6,83.6,57.9,36.6,70.4,70.8,Rare,27.2,85.3,42.3,40.8,88.2,-0.3999999999999915,6.400000000000002,-1.7000000000000028,15.600000000000001,-4.199999999999996,-17.799999999999997
alexape01,Pete Alexander,SP,Deadball (1901-1919),99.3,Legendary,58.7,109.7,85.5,98.3,122.4,99.0,Legendary,68.6,100.5,85.8,99.0,118.0,0.29999999999999716,-9.899999999999991,9.200000000000003,-0.29999999999999716,-0.7000000000000028,4.400000000000006
alexasc01,Scott Alexander,RP,Modern Era (2016-Pres),59.1,Common,34.7,49.3,47.2,73.0,23.3,59.4,Common,36.1,46.0,51.3,76.9,21.8,-0.29999999999999716,-1.3999999999999986,3.299999999999997,-4.099999999999994,-3.9000000000000057,1.5
alfonan01,Antonio Alfonseca,RP,Steroid Era (1994-2005),59.3,Common,36.1,58.1,30.4,69.2,35.5,58.8,Common,42.2,50.6,31.3,64.5,32.5,0.5,-6.100000000000001,7.5,-0.9000000000000021,4.700000000000003,3.0
allenbo04,Bob Allen,RP,Expansion (1961-1976),56.7,Common,52.1,39.0,11.1,53.7,31.2,57.0,Common,60.6,31.3,24.3,47.1,29.0,-0.29999999999999716,-8.5,7.699999999999999,-13.200000000000001,6.600000000000001,2.1999999999999993
allenco01,Cody Allen,RP,Efficiency Era (2006-2015),74.4,Rare,98.7,49.6,86.7,33.0,34.2,76.8,Rare,106.2,47.1,83.4,45.9,31.5,-2.3999999999999915,-7.5,2.5,3.299999999999997,-12.899999999999999,2.700000000000003
allenfr01,Frank Allen,SP,Deadball (1901-1919),70.6,Rare,53.7,32.2,71.6,43.3,82.3,64.0,Uncommon,54.3,32.5,53.3,43.0,72.9,6.599999999999994,-0.5999999999999943,-0.29999999999999716,18.299999999999997,0.29999999999999716,9.399999999999991
allenjo02,Johnny Allen,SP,Golden Era (1920-1941),85.5,Epic,77.4,38.8,70.5,91.0,85.7,82.7,Epic,75.6,47.0,68.6,74.8,80.5,2.799999999999997,1.8000000000000114,-8.200000000000003,1.9000000000000057,16.200000000000003,5.200000000000003
allenne01,Neil Allen,RP,Big Hair Era (1977-1993),58.6,Common,44.9,50.8,35.7,40.1,47.3,62.5,Uncommon,53.8,40.6,42.8,63.1,49.9,-3.8999999999999986,-8.899999999999999,10.199999999999996,-7.099999999999994,-23.0,-2.6000000000000014
almanar01,Armando Almanza,RP,Steroid Era (1994-2005),58.7,Common,65.7,37.2,65.5,32.2,19.4,57.4,Common,80.1,9.8,67.5,19.1,21.1,1.3000000000000043,-14.399999999999991,27.400000000000002,-2.0,13.100000000000001,-1.7000000000000028
almanca01,Carlos Almanzar,RP,Steroid Era (1994-2005),57.1,Common,42.9,63.9,37.0,24.5,25.5,57.5,Common,43.5,63.7,44.4,28.4,20.8,-0.3999999999999986,-0.6000000000000014,0.19999999999999574,-7.399999999999999,-3.8999999999999986,4.699999999999999
almonye01,Yency Almonte,RP,Modern Era (2016-Pres),59.5,Common,36.2,59.9,53.5,64.1,20.2,57.8,Common,49.8,39.8,51.9,42.5,21.4,1.7000000000000028,-13.599999999999994,20.1,1.6000000000000014,21.599999999999994,-1.1999999999999993
alomalu01,Luis Aloma,RP,Integration (1942-1960),59.2,Common,49.4,38.2,61.6,46.1,32.8,58.9,Common,53.1,40.4,61.8,36.4,32.2,0.30000000000000426,-3.700000000000003,-2.1999999999999957,-0.19999999999999574,9.700000000000003,0.5999999999999943
altroni01,Nick Altrock,SP,Deadball (1901-1919),87.0,Epic,15.2,104.3,45.8,105.0,102.2,83.8,Epic,11.2,105.9,54.7,97.6,83.5,3.200000000000003,4.0,-1.6000000000000085,-8.900000000000006,7.400000000000006,18.700000000000003
alvarhe01,Henderson Alvarez,SP,Efficiency Era (2006-2015),68.1,Uncommon,26.8,92.7,26.0,72.3,55.1,58.7,Common,18.1,85.5,18.5,51.9,46.4,9.399999999999991,8.7,7.200000000000003,7.5,20.4,8.700000000000003
alvarjo02,Jose Alvarez,RP,Modern Era (2016-Pres),59.6,Common,39.2,56.5,37.4,70.1,31.1,60.8,Uncommon,43.4,62.6,43.8,69.8,23.8,-1.1999999999999957,-4.199999999999996,-6.100000000000001,-6.399999999999999,0.29999999999999716,7.300000000000001
alvarjo03,Jose Alvarado,RP,Modern Era (2016-Pres),74.8,Rare,87.1,31.0,74.2,86.0,26.1,72.1,Rare,84.4,22.4,80.0,79.6,24.4,2.700000000000003,2.6999999999999886,8.600000000000001,-5.799999999999997,6.400000000000006,1.7000000000000028
alvarwi01,Wilson Alvarez,SP,Steroid Era (1994-2005),70.0,Rare,57.8,18.5,58.1,62.0,83.8,72.2,Rare,61.4,28.1,65.6,57.9,78.1,-2.200000000000003,-3.6000000000000014,-9.600000000000001,-7.499999999999993,4.100000000000001,5.700000000000003
amesre01,Red Ames,SP,Deadball (1901-1919),75.7,Rare,51.7,50.8,48.4,64.7,93.0,82.2,Epic,55.8,55.9,58.4,82.9,90.6,-6.5,-4.099999999999994,-5.100000000000001,-10.0,-18.200000000000003,2.4000000000000057
anderal02,Allan Anderson,SP,Big Hair Era (1977-1993),60.9,Uncommon,11.3,91.8,6.0,50.9,83.8,57.6,Common,16.6,83.6,8.8,30.1,62.4,3.299999999999997,-5.300000000000001,8.200000000000003,-2.8000000000000007,20.799999999999997,21.4
anderbo01,Bob Anderson,RP,Integration (1942-1960),62.1,Uncommon,61.1,55.3,22.3,41.2,68.4,60.5,Uncommon,66.9,53.9,33.3,31.8,56.0,1.6000000000000014,-5.800000000000004,1.3999999999999986,-10.999999999999996,9.400000000000002,12.400000000000006
anderbr02,Brian Anderson,SP,Steroid Era (1994-2005),57.8,Common,18.9,98.8,6.1,5.0,77.0,58.0,Common,16.2,106.2,13.2,5.0,68.5,-0.20000000000000284,2.6999999999999993,-7.400000000000006,-7.1,0.0,8.5
anderbr04,Brett Anderson,SP,Efficiency Era (2006-2015),63.1,Uncommon,38.8,80.4,18.0,45.4,69.8,64.2,Uncommon,37.4,84.3,24.2,57.0,54.0,-1.1000000000000014,1.3999999999999986,-3.8999999999999915,-6.199999999999999,-11.600000000000001,15.799999999999997
anderch01,Chase Anderson,SP,Modern Era (2016-Pres),59.8,Common,54.7,53.7,59.1,5.0,66.4,58.6,Common,49.2,60.1,39.7,7.9,61.9,1.1999999999999957,5.5,-6.399999999999999,19.4,-2.9000000000000004,4.500000000000007
anderfr01,Fred Anderson,SP,Deadball (1901-1919),85.3,Epic,65.5,70.8,70.5,64.5,90.8,76.5,Rare,65.5,76.1,52.0,54.7,64.4,8.799999999999997,0.0,-5.299999999999997,18.5,9.799999999999997,26.39999999999999
anderla02,Larry Andersen,RP,Big Hair Era (1977-1993),82.2,Epic,84.4,65.8,75.0,87.7,30.6,85.5,Epic,80.4,76.4,73.1,95.2,38.1,-3.299999999999997,4.0,-10.600000000000009,1.9000000000000057,-7.5,-7.5
anderma01,Matt Anderson,RP,Steroid Era (1994-2005),60.0,Uncommon,68.6,21.0,56.7,64.7,29.1,56.8,Common,62.6,9.8,51.1,42.5,22.3,3.200000000000003,5.999999999999993,11.2,5.600000000000001,22.200000000000003,6.800000000000001
anderty01,Tyler Anderson,SP,Modern Era (2016-Pres),69.1,Uncommon,45.8,68.7,45.4,46.0,71.0,60.2,Uncommon,49.4,69.2,39.4,15.6,67.3,8.899999999999991,-3.6000000000000014,-0.5,6.0,30.4,3.700000000000003
andreiv01,Ivy Andrews,RP,Golden Era (1920-1941),57.6,Common,5.0,74.0,20.3,36.6,65.2,58.0,Common,7.0,64.6,25.0,52.2,59.5,-0.3999999999999986,-2.0,9.400000000000006,-4.699999999999999,-15.600000000000001,5.700000000000003
andrena01,Nate Andrews,RP,Golden Era (1920-1941),69.4,Uncommon,7.4,66.3,45.3,66.7,92.3,59.8,Common,17.1,64.0,49.1,58.4,49.0,9.600000000000009,-9.700000000000001,2.299999999999997,-3.8000000000000043,8.300000000000004,43.3
andrima01,Matt Andriese,RP,Modern Era (2016-Pres),57.9,Common,44.2,73.8,22.8,28.8,37.6,57.3,Common,54.2,71.7,14.9,24.0,31.2,0.6000000000000014,-10.0,2.0999999999999943,7.9,4.800000000000001,6.400000000000002
andujjo01,Joaquin Andujar,SP,Big Hair Era (1977-1993),83.0,Epic,26.2,83.7,55.5,82.3,100.7,76.6,Rare,25.3,67.6,63.2,69.8,87.4,6.400000000000006,0.8999999999999986,16.10000000000001,-7.700000000000003,12.5,13.299999999999997
antonjo02,Johnny Antonelli,SP,Integration (1942-1960),82.7,Epic,61.0,71.0,75.7,37.6,100.9,79.6,Rare,66.5,67.8,68.4,31.1,94.7,3.1000000000000085,-5.5,3.200000000000003,7.299999999999997,6.5,6.200000000000003
apodabo01,Bob Apodaca,RP,Expansion (1961-1976),66.3,Uncommon,34.3,50.5,64.4,71.2,45.0,65.3,Uncommon,39.7,54.5,63.0,67.0,37.3,1.0,-5.400000000000006,-4.0,1.4000000000000057,4.200000000000003,7.700000000000003
apontlu01,Luis Aponte,RP,Big Hair Era (1977-1993),57.9,Common,38.8,58.5,32.2,50.0,27.1,58.7,Common,38.0,64.5,40.5,51.7,25.3,-0.8000000000000043,0.7999999999999972,-6.0,-8.299999999999997,-1.7000000000000028,1.8000000000000007
appieke01,Kevin Appier,SP,Steroid Era (1994-2005),90.9,Legendary,69.0,59.2,83.3,96.1,90.4,89.5,Epic,71.3,63.0,81.5,85.4,86.4,1.4000000000000057,-2.299999999999997,-3.799999999999997,1.7999999999999972,10.699999999999989,4.0
applepe01,Pete Appleton,RP,Golden Era (1920-1941),59.7,Common,35.5,36.2,39.2,53.5,72.6,59.0,Common,38.2,35.5,44.0,57.7,49.6,0.7000000000000028,-2.700000000000003,0.7000000000000028,-4.799999999999997,-4.200000000000003,22.999999999999993
aquinlu01,Luis Aquino,RP,Big Hair Era (1977-1993),66.1,Uncommon,33.7,66.4,23.7,78.3,62.5,60.7,Uncommon,24.6,62.3,36.1,76.3,43.7,5.3999999999999915,9.100000000000001,4.1000000000000085,-12.400000000000002,2.0,18.799999999999997
archech01,Chris Archer,SP,Modern Era (2016-Pres),79.4,Rare,70.3,56.7,56.8,64.5,79.0,75.1,Rare,84.8,58.9,48.4,36.7,76.9,4.300000000000011,-14.5,-2.1999999999999957,8.399999999999999,27.799999999999997,2.0999999999999943
arlinst01,Steve Arlin,SP,Expansion (1961-1976),67.8,Uncommon,52.0,16.7,50.5,79.0,73.4,58.4,Common,44.0,23.4,28.3,58.1,60.6,9.399999999999999,8.0,-6.699999999999999,22.2,20.9,12.800000000000004
armasto02,Tony Armas,SP,Steroid Era (1994-2005),63.8,Uncommon,59.4,28.9,66.0,49.9,51.0,58.9,Common,54.1,25.4,58.8,30.4,54.5,4.899999999999999,5.299999999999997,3.5,7.200000000000003,19.5,-3.5
armstja01,Jack Armstrong,SP,Big Hair Era (1977-1993),57.9,Common,49.3,46.3,29.7,23.0,57.6,56.5,Common,53.6,42.1,29.1,5.5,53.0,1.3999999999999986,-4.300000000000004,4.199999999999996,0.5999999999999979,17.5,4.600000000000001
armstsh01,Shawn Armstrong,RP,Modern Era (2016-Pres),75.3,Rare,51.8,67.9,88.6,74.2,24.4,74.1,Rare,55.4,72.4,80.2,71.1,21.7,1.2000000000000028,-3.6000000000000014,-4.5,8.399999999999991,3.1000000000000085,2.6999999999999993
arredjo01,Jose Arredondo,RP,Efficiency Era (2006-2015),59.8,Common,59.5,24.1,71.8,53.7,29.2,59.9,Common,59.4,31.7,67.6,52.0,28.8,-0.10000000000000142,0.10000000000000142,-7.599999999999998,4.200000000000003,1.7000000000000028,0.3999999999999986
arrieja01,Jake Arrieta,SP,Modern Era (2016-Pres),95.0,Legendary,76.1,70.8,108.9,96.1,83.4,82.3,Epic,60.7,64.5,78.2,71.6,69.1,12.700000000000003,15.399999999999991,6.299999999999997,30.700000000000003,24.5,14.300000000000011
arrigge01,Gerry Arrigo,RP,Expansion (1961-1976),67.5,Uncommon,67.6,36.9,53.2,53.2,59.3,59.2,Common,58.6,32.6,52.5,45.6,38.8,8.299999999999997,8.999999999999993,4.299999999999997,0.7000000000000028,7.600000000000001,20.5
arrojro01,Rolando Arrojo,SP,Steroid Era (1994-2005),60.9,Uncommon,56.0,53.7,32.0,34.3,67.5,61.7,Uncommon,53.0,57.2,36.1,37.5,63.2,-0.8000000000000043,3.0,-3.5,-4.100000000000001,-3.200000000000003,4.299999999999997
arroybr01,Bronson Arroyo,SP,Efficiency Era (2006-2015),62.6,Uncommon,45.4,83.9,17.6,13.5,90.0,66.5,Uncommon,34.3,85.3,35.0,23.8,87.9,-3.8999999999999986,11.100000000000001,-1.3999999999999915,-17.4,-10.3,2.0999999999999943
arroyfe01,Fernando Arroyo,RP,Big Hair Era (1977-1993),56.0,Common,5.0,72.0,5.0,32.9,60.1,55.3,Common,5.0,71.1,14.4,35.1,37.4,0.7000000000000028,0.0,0.9000000000000057,-9.4,-2.200000000000003,22.700000000000003
arroylu01,Luis Arroyo,RP,Integration (1942-1960),62.9,Uncommon,62.4,40.3,66.4,32.3,50.5,59.0,Common,72.8,51.9,47.1,15.8,37.5,3.8999999999999986,-10.399999999999999,-11.600000000000001,19.300000000000004,16.499999999999996,13.0
ashbyan01,Andy Ashby,SP,Steroid Era (1994-2005),76.8,Rare,52.6,76.8,48.2,53.2,83.5,75.9,Rare,45.7,83.6,47.9,50.5,81.9,0.8999999999999915,6.899999999999999,-6.799999999999997,0.30000000000000426,2.700000000000003,1.5999999999999943
assadja01,Javier Assad,SP,Modern Era (2016-Pres),57.1,Common,46.5,32.6,36.2,31.6,47.2,58.4,Common,42.8,42.2,46.2,43.3,41.0,-1.2999999999999972,3.700000000000003,-9.600000000000001,-10.0,-11.699999999999996,6.200000000000003
assenpa01,Paul Assenmacher,RP,Big Hair Era (1977-1993),68.7,Uncommon,80.1,46.6,54.7,52.5,41.4,77.7,Rare,99.7,60.0,67.8,56.5,34.8,-9.0,-19.60000000000001,-13.399999999999999,-13.099999999999994,-4.0,6.600000000000001
astacpe01,Pedro Astacio,SP,Steroid Era (1994-2005),67.9,Uncommon,54.6,61.2,29.9,38.3,87.8,70.8,Rare,61.1,67.5,37.3,38.5,79.4,-2.8999999999999915,-6.5,-6.299999999999997,-7.399999999999999,-0.20000000000000284,8.399999999999991
atchisc01,Scott Atchison,RP,Efficiency Era (2006-2015),65.4,Uncommon,44.2,71.0,55.7,65.3,25.7,62.8,Uncommon,42.7,76.3,52.4,57.1,23.0,2.6000000000000085,1.5,-5.299999999999997,3.3000000000000043,8.199999999999996,2.6999999999999993
atherke01,Keith Atherton,RP,Big Hair Era (1977-1993),57.3,Common,43.1,51.0,56.9,19.4,26.3,56.9,Common,48.4,49.9,46.8,5.1,40.4,0.3999999999999986,-5.299999999999997,1.1000000000000014,10.100000000000001,14.299999999999999,-14.099999999999998
atkinal01,Al Atkinson,SP,The Genesis Era (1871-1900),80.2,Epic,85.7,88.5,53.1,43.3,60.5,81.3,Epic,60.7,68.3,43.3,57.5,108.3,-1.0999999999999943,25.0,20.200000000000003,9.800000000000004,-14.200000000000003,-47.8
augusje01,Jerry Augustine,RP,Big Hair Era (1977-1993),57.6,Common,7.6,55.6,16.4,51.7,70.2,57.4,Common,6.8,61.1,19.9,59.2,50.7,0.20000000000000284,0.7999999999999998,-5.5,-3.5,-7.5,19.5
aukerel01,Elden Auker,SP,Golden Era (1920-1941),61.5,Uncommon,19.6,50.8,18.5,62.0,95.3,59.3,Common,15.4,54.2,18.5,51.5,90.7,2.200000000000003,4.200000000000001,-3.4000000000000057,0.0,10.5,4.599999999999994
averyst01,Steve Avery,SP,Steroid Era (1994-2005),80.1,Epic,31.7,80.9,50.7,75.9,91.3,76.0,Rare,40.3,72.4,53.9,64.7,78.9,4.099999999999994,-8.599999999999998,8.5,-3.1999999999999957,11.200000000000003,12.399999999999991
avilalu01,Luis Avilan,RP,Efficiency Era (2006-2015),70.3,Rare,48.0,48.7,73.9,86.3,24.8,68.0,Uncommon,51.9,49.4,64.8,82.8,23.5,2.299999999999997,-3.8999999999999986,-0.6999999999999957,9.100000000000009,3.5,1.3000000000000007
axforjo01,John Axford,RP,Efficiency Era (2006-2015),71.0,Rare,78.9,38.8,60.0,74.3,32.9,67.4,Uncommon,81.9,25.3,65.2,73.3,24.0,3.5999999999999943,-3.0,13.499999999999996,-5.200000000000003,1.0,8.899999999999999
ayalabo01,Bobby Ayala,RP,Steroid Era (1994-2005),62.9,Uncommon,79.5,42.0,63.6,38.5,28.2,60.1,Uncommon,79.2,39.4,52.1,34.0,35.8,2.799999999999997,0.29999999999999716,2.6000000000000014,11.5,4.5,-7.599999999999998
ayalalu01,Luis Ayala,RP,Efficiency Era (2006-2015),59.9,Common,32.7,88.6,27.6,51.6,38.7,59.8,Common,33.9,86.8,30.1,56.5,31.3,0.10000000000000142,-1.1999999999999957,1.7999999999999972,-2.5,-4.899999999999999,7.400000000000002
aybarma01,Manny Aybar,RP,Steroid Era (1994-2005),56.4,Common,33.1,45.0,47.8,35.0,20.3,56.1,Common,43.0,37.6,34.1,38.2,23.4,0.29999999999999716,-9.899999999999999,7.399999999999999,13.699999999999996,-3.200000000000003,-3.099999999999998
ayersdo01,Doc Ayers,RP,Deadball (1901-1919),74.5,Rare,40.9,70.9,47.5,73.9,69.7,80.6,Epic,45.5,74.6,51.6,82.4,79.7,-6.099999999999994,-4.600000000000001,-3.6999999999999886,-4.100000000000001,-8.5,-10.0
badenbu01,Burke Badenhop,RP,Efficiency Era (2006-2015),60.2,Uncommon,36.1,68.5,29.0,73.0,34.2,60.9,Uncommon,37.0,66.6,29.7,78.1,32.1,-0.6999999999999957,-0.8999999999999986,1.9000000000000057,-0.6999999999999993,-5.099999999999994,2.1000000000000014
baezda01,Danys Baez,RP,Steroid Era (1994-2005),62.4,Uncommon,59.5,30.8,56.2,56.8,46.4,68.5,Uncommon,56.4,49.3,68.7,59.6,40.2,-6.100000000000001,3.1000000000000014,-18.499999999999996,-12.5,-2.8000000000000043,6.199999999999996
