playerID,full_name,pos,era_label,ovr,rarity_3y,contact_val_3y,power_val_3y,speed_val_3y,eye_val_3y,defense_val_3y,ovr_7y,rarity_7y,contact_val_7y,power_val_7y,speed_val_7y,eye_val_7y,defense_val_7y,ovr_diff,con_diff,pow_diff,spd_diff,eye_diff,def_diff
barrema02,Marty Barrett,2B,Big Hair Era (1977-1993),61.1,Uncommon,46.5,13.0,41.6,45.5,53.0,65.3,Uncommon,54.1,4.7,38.7,37.5,49.5,-4.199999999999996,-7.600000000000001,8.3,2.8999999999999986,8.0,3.5
basske01,Kevin Bass,CF,Big Hair Era (1977-1993),67.3,Uncommon,41.5,48.7,59.1,21.3,56.1,72.1,Rare,54.9,49.6,56.6,27.5,52.8,-4.799999999999997,-13.399999999999999,-0.8999999999999986,2.5,-6.199999999999999,3.3000000000000043
bellbu01,Buddy Bell,3B,Big Hair Era (1977-1993),82.0,Epic,73.9,44.6,33.5,52.0,125.0,83.1,Epic,71.6,43.1,26.8,41.0,125.0,-1.0999999999999943,2.3000000000000114,1.5,6.699999999999999,11.0,0.0
bellge02,George Bell,CF,Big Hair Era (1977-1993),77.7,Rare,60.2,92.2,58.7,20.4,39.8,76.6,Rare,63.9,80.3,44.5,12.5,34.0,1.1000000000000085,-3.6999999999999957,11.900000000000006,14.200000000000003,7.899999999999999,5.799999999999997
bellira01,Rafael Belliard,SS,Big Hair Era (1977-1993),54.2,Common,2.0,5.0,41.5,29.3,60.3,54.5,Common,7.1,1.0,46.5,26.6,63.9,-0.29999999999999716,-5.1,4.0,-5.0,2.6999999999999993,-3.6000000000000014
benedbr01,Bruce Benedict,C,Big Hair Era (1977-1993),58.2,Common,32.3,8.3,17.1,56.6,63.2,58.0,Common,25.2,3.5,10.4,52.6,63.3,0.20000000000000284,7.099999999999998,4.800000000000001,6.700000000000001,4.0,-0.09999999999999432
beniqju01,Juan Beniquez,CF,Big Hair Era (1977-1993),71.3,Rare,60.1,35.3,43.9,32.1,77.5,65.4,Uncommon,58.3,21.1,35.2,26.3,58.6,5.8999999999999915,1.8000000000000043,14.199999999999996,8.699999999999996,5.800000000000001,18.9
benzito01,Todd Benzinger,1B,Big Hair Era (1977-1993),59.4,Common,29.8,58.2,23.6,27.8,29.1,57.6,Common,31.3,41.3,14.8,21.7,28.3,1.7999999999999972,-1.5,16.900000000000006,8.8,6.100000000000001,0.8000000000000007
bergmda01,Dave Bergman,1B,Big Hair Era (1977-1993),66.9,Uncommon,42.4,48.5,14.3,70.5,47.2,67.0,Uncommon,43.0,37.3,22.4,68.4,44.8,-0.09999999999999432,-0.6000000000000014,11.200000000000003,-8.099999999999998,2.0999999999999943,2.4000000000000057
bernato01,Tony Bernazard,2B,Big Hair Era (1977-1993),68.3,Uncommon,39.1,41.6,58.7,57.5,44.7,65.4,Uncommon,42.3,36.7,50.1,57.8,30.9,2.8999999999999915,-3.1999999999999957,4.899999999999999,8.600000000000001,-0.29999999999999716,13.800000000000004
berrada01,Dale Berra,SS,Big Hair Era (1977-1993),58.8,Common,17.0,26.8,47.9,35.6,65.0,58.2,Common,17.5,27.6,33.9,34.2,58.2,0.5999999999999943,-0.5,-0.8000000000000007,14.0,1.3999999999999986,6.799999999999997
berryda01,Damon Berryhill,C,Big Hair Era (1977-1993),57.8,Common,18.5,46.8,10.9,22.8,60.4,56.5,Common,21.3,36.7,2.3,21.2,48.3,1.2999999999999972,-2.8000000000000007,10.099999999999994,8.600000000000001,1.6000000000000014,12.100000000000001
bevacku01,Kurt Bevacqua,3B,Big Hair Era (1977-1993),58.7,Common,26.2,43.6,13.0,58.0,29.4,57.6,Common,24.7,21.1,15.1,50.5,30.5,1.1000000000000014,1.5,22.5,-2.0999999999999996,7.5,-1.1000000000000014
blankla01,Larvell Blanks,SS,Big Hair Era (1977-1993),60.4,Uncommon,45.4,34.0,32.9,31.3,38.3,58.0,Common,31.9,16.0,23.7,28.1,37.6,2.3999999999999986,13.5,18.0,9.2,3.1999999999999993,0.6999999999999957
blankla02,Lance Blankenship,CF,Big Hair Era (1977-1993),63.5,Uncommon,1.0,25.3,66.8,106.8,54.6,57.5,Common,1.0,13.0,56.8,90.9,55.0,6.0,0.0,12.3,10.0,15.899999999999991,-0.3999999999999986
blausje01,Jeff Blauser,SS,Big Hair Era (1977-1993),74.2,Rare,56.0,46.5,44.9,71.2,53.7,69.7,Uncommon,51.0,48.4,36.3,60.7,46.2,4.5,5.0,-1.8999999999999986,8.600000000000001,10.5,7.5
bochtbr01,Bruce Bochte,1B,Big Hair Era (1977-1993),73.0,Rare,65.3,52.0,31.7,62.4,37.1,71.6,Rare,67.1,36.0,30.7,58.8,34.4,1.4000000000000057,-1.7999999999999972,16.0,1.0,3.6000000000000014,2.700000000000003
boggswa01,Wade Boggs,3B,Big Hair Era (1977-1993),92.5,Legendary,125.0,47.1,21.5,100.4,86.3,90.5,Legendary,125.0,33.1,12.2,92.8,90.2,2.0,0.0,14.0,9.3,7.6000000000000085,-3.9000000000000057
bonilbo01,Bobby Bonilla,3B,Big Hair Era (1977-1993),73.7,Rare,47.9,74.4,32.6,63.8,38.7,78.1,Rare,62.3,81.8,25.2,60.1,32.2,-4.3999999999999915,-14.399999999999999,-7.3999999999999915,7.400000000000002,3.6999999999999957,6.5
bonneba01,Barry Bonnell,CF,Big Hair Era (1977-1993),65.4,Uncommon,51.6,41.7,41.1,31.8,41.4,64.2,Uncommon,52.9,33.3,35.4,29.7,33.4,1.2000000000000028,-1.2999999999999972,8.400000000000006,5.700000000000003,2.1000000000000014,8.0
boonebo01,Bob Boone,C,Big Hair Era (1977-1993),70.5,Rare,47.9,35.8,11.4,48.2,109.2,70.9,Rare,47.2,27.6,10.4,42.4,113.9,-0.4000000000000057,0.6999999999999957,8.199999999999996,1.0,5.800000000000004,-4.700000000000003
bordepa01,Pat Borders,C,Big Hair Era (1977-1993),57.4,Common,20.5,48.7,15.4,14.1,50.4,60.7,Uncommon,35.3,42.1,6.6,9.5,47.1,-3.3000000000000043,-14.799999999999997,6.600000000000001,8.8,4.6,3.299999999999997
bosetri01,Rick Bosetti,CF,Big Hair Era (1977-1993),56.8,Common,22.0,28.9,24.7,19.4,53.6,56.8,Common,22.3,17.4,28.3,12.5,52.9,0.0,-0.3000000000000007,11.5,-3.6000000000000014,6.899999999999999,0.7000000000000028
bosleth01,Thad Bosley,CF,Big Hair Era (1977-1993),69.5,Uncommon,54.7,47.2,43.2,43.6,41.9,67.3,Uncommon,61.1,30.2,42.4,49.0,44.1,2.200000000000003,-6.399999999999999,17.000000000000004,0.8000000000000043,-5.399999999999999,-2.200000000000003
bostoda01,Daryl Boston,CF,Big Hair Era (1977-1993),68.3,Uncommon,33.2,55.3,63.9,41.3,44.7,64.8,Uncommon,27.8,53.7,59.9,41.7,33.2,3.5,5.400000000000002,1.5999999999999943,4.0,-0.4000000000000057,11.5
bowala01,Larry Bowa,SS,Big Hair Era (1977-1993),67.3,Uncommon,51.9,5.1,83.7,7.7,97.3,67.3,Uncommon,51.0,1.0,86.0,6.8,96.5,0.0,0.8999999999999986,4.1,-2.299999999999997,0.9000000000000004,0.7999999999999972
bradlph01,Phil Bradley,CF,Big Hair Era (1977-1993),73.9,Rare,57.6,50.0,71.0,57.4,30.1,68.5,Uncommon,59.0,37.8,72.8,55.3,16.4,5.400000000000006,-1.3999999999999986,12.200000000000003,-1.7999999999999972,2.1000000000000014,13.700000000000003
bradlsc01,Scott Bradley,C,Big Hair Era (1977-1993),57.8,Common,42.1,38.3,9.0,18.6,32.2,58.4,Common,37.7,19.4,7.0,21.5,31.5,-0.6000000000000014,4.399999999999999,18.9,2.0,-2.8999999999999986,0.7000000000000028
bragggl01,Glenn Braggs,CF,Big Hair Era (1977-1993),59.7,Common,22.7,39.7,50.5,42.2,39.4,60.7,Uncommon,28.8,45.1,48.0,36.9,40.6,-1.0,-6.100000000000001,-5.399999999999999,2.5,5.300000000000004,-1.2000000000000028
breamsi01,Sid Bream,1B,Big Hair Era (1977-1993),68.8,Uncommon,28.6,60.2,36.7,58.0,59.7,71.1,Rare,40.4,50.0,28.8,51.9,56.9,-2.299999999999997,-11.799999999999997,10.200000000000003,7.900000000000002,6.100000000000001,2.8000000000000043
brenlbo01,Bob Brenly,C,Big Hair Era (1977-1993),67.2,Uncommon,30.2,59.3,32.2,61.2,47.5,65.1,Uncommon,27.8,53.5,27.9,60.1,39.9,2.1000000000000085,2.3999999999999986,5.799999999999997,4.300000000000004,1.1000000000000014,7.600000000000001
brettge01,George Brett,3B,Big Hair Era (1977-1993),94.8,Legendary,110.4,76.5,71.2,64.0,81.5,98.8,Legendary,103.5,82.2,63.0,54.7,85.2,-4.0,6.900000000000006,-5.700000000000003,8.200000000000003,9.299999999999997,-3.700000000000003
brilegr01,Greg Briley,CF,Big Hair Era (1977-1993),61.6,Uncommon,23.7,45.7,57.2,36.1,42.0,58.6,Common,25.5,31.2,50.5,32.1,35.1,3.0,-1.8000000000000007,14.500000000000004,6.700000000000003,4.0,6.899999999999999
brockgr01,Greg Brock,1B,Big Hair Era (1977-1993),67.2,Uncommon,28.0,53.5,43.7,58.7,52.1,67.1,Uncommon,25.8,54.4,30.9,66.1,47.9,0.10000000000000853,2.1999999999999993,-0.8999999999999986,12.800000000000004,-7.3999999999999915,4.200000000000003
brookhu01,Hubie Brooks,CF,Big Hair Era (1977-1993),66.2,Uncommon,50.7,49.9,32.0,26.3,49.6,65.9,Uncommon,54.3,49.7,23.4,18.7,44.7,0.29999999999999716,-3.5999999999999943,0.19999999999999574,8.600000000000001,7.600000000000001,4.899999999999999
brookto01,Tom Brookens,3B,Big Hair Era (1977-1993),61.1,Uncommon,20.0,39.2,41.7,32.7,75.3,59.3,Common,18.3,33.1,42.9,26.8,67.8,1.8000000000000043,1.6999999999999993,6.100000000000001,-1.1999999999999957,5.900000000000002,7.5
brownch02,Chris Brown,3B,Big Hair Era (1977-1993),65.1,Uncommon,50.8,43.1,31.9,35.5,43.7,59.7,Common,40.2,33.8,23.0,29.8,42.2,5.3999999999999915,10.599999999999994,9.300000000000004,8.899999999999999,5.699999999999999,1.5
brownje01,Jerry Browne,2B,Big Hair Era (1977-1993),64.2,Uncommon,42.3,14.9,57.3,64.5,46.4,66.0,Uncommon,51.4,12.6,45.2,63.6,47.7,-1.7999999999999972,-9.100000000000001,2.3000000000000007,12.099999999999994,0.8999999999999986,-1.3000000000000043
brunato01,Tom Brunansky,CF,Big Hair Era (1977-1993),70.8,Rare,17.5,64.4,38.1,75.5,72.0,70.4,Rare,23.3,71.9,23.7,65.9,65.8,0.3999999999999915,-5.800000000000001,-7.5,14.400000000000002,9.599999999999994,6.200000000000003
bucknbi01,Bill Buckner,1B,Big Hair Era (1977-1993),70.6,Rare,76.7,31.8,53.2,10.9,54.9,75.4,Rare,83.1,32.4,50.6,6.7,54.4,-4.800000000000011,-6.3999999999999915,-0.5999999999999979,2.6000000000000014,4.2,0.5
buechst01,Steve Buechele,3B,Big Hair Era (1977-1993),61.2,Uncommon,19.7,54.7,5.4,51.3,68.1,60.3,Uncommon,23.8,49.7,7.1,42.6,64.8,0.9000000000000057,-4.100000000000001,5.0,-1.6999999999999993,8.699999999999996,3.299999999999997
bumbral01,Al Bumbry,CF,Big Hair Era (1977-1993),78.2,Rare,82.5,30.5,77.1,47.9,56.9,71.5,Rare,66.7,21.3,82.4,43.9,54.0,6.700000000000003,15.799999999999997,9.2,-5.300000000000011,4.0,2.8999999999999986
burleri01,Rick Burleson,SS,Big Hair Era (1977-1993),67.1,Uncommon,48.0,13.8,46.5,46.6,87.2,69.0,Uncommon,57.8,13.8,36.7,32.9,90.5,-1.9000000000000057,-9.799999999999997,0.0,9.799999999999997,13.700000000000003,-3.299999999999997
burroje01,Jeff Burroughs,CF,Big Hair Era (1977-1993),75.7,Rare,55.5,76.6,14.0,93.8,27.3,71.1,Rare,40.0,74.7,15.6,80.0,22.0,4.6000000000000085,15.5,1.8999999999999915,-1.5999999999999996,13.799999999999997,5.300000000000001
bushra01,Randy Bush,CF,Big Hair Era (1977-1993),65.9,Uncommon,32.9,56.4,37.2,62.9,30.8,66.1,Uncommon,32.1,56.0,34.3,57.8,27.1,-0.19999999999998863,0.7999999999999972,0.3999999999999986,2.9000000000000057,5.100000000000001,3.6999999999999993
butlebr01,Brett Butler,CF,Big Hair Era (1977-1993),77.1,Rare,64.0,12.2,93.1,87.2,57.9,79.9,Rare,76.1,14.7,93.0,83.8,54.3,-2.8000000000000114,-12.099999999999994,-2.5,0.09999999999999432,3.4000000000000057,3.6000000000000014
cabelen01,Enos Cabell,3B,Big Hair Era (1977-1993),63.4,Uncommon,46.2,21.2,80.2,5.0,58.6,62.7,Uncommon,59.0,19.6,62.4,1.0,39.6,0.6999999999999957,-12.799999999999997,1.5999999999999979,17.800000000000004,4.0,19.0
caldeiv01,Ivan Calderon,CF,Big Hair Era (1977-1993),74.1,Rare,54.3,64.7,60.6,42.1,39.7,72.4,Rare,50.7,63.4,52.4,40.5,38.8,1.6999999999999886,3.5999999999999943,1.3000000000000043,8.200000000000003,1.6000000000000014,0.9000000000000057
candaca01,Casey Candaele,2B,Big Hair Era (1977-1993),58.7,Common,32.9,20.6,37.2,41.0,46.9,59.6,Common,37.2,16.5,31.1,35.3,51.5,-0.8999999999999986,-4.300000000000004,4.100000000000001,6.100000000000001,5.700000000000003,-4.600000000000001
cansejo01,Jose Canseco,CF,Big Hair Era (1977-1993),83.3,Epic,45.2,107.8,70.2,69.7,34.1,80.6,Epic,47.5,111.4,59.6,69.7,32.5,2.700000000000003,-2.299999999999997,-3.6000000000000085,10.600000000000001,0.0,1.6000000000000014
carrema01,Mark Carreon,CF,Big Hair Era (1977-1993),64.3,Uncommon,47.8,63.5,18.1,25.5,33.4,71.3,Rare,59.4,64.2,16.9,27.6,26.0,-7.0,-11.600000000000001,-0.7000000000000028,1.2000000000000028,-2.1000000000000014,7.399999999999999
cartega01,Gary Carter,C,Big Hair Era (1977-1993),79.8,Rare,51.3,73.3,18.1,61.3,108.3,87.0,Epic,51.4,78.8,28.0,52.5,115.8,-7.200000000000003,-0.10000000000000142,-5.5,-9.899999999999999,8.799999999999997,-7.5
cartejo01,Joe Carter,CF,Big Hair Era (1977-1993),74.8,Rare,44.5,80.4,76.5,15.8,50.3,73.9,Rare,38.8,88.4,69.9,14.2,38.7,0.8999999999999915,5.700000000000003,-8.0,6.599999999999994,1.6000000000000014,11.599999999999994
castica01,Carmelo Castillo,CF,Big Hair Era (1977-1993),61.4,Uncommon,17.7,76.7,27.7,32.7,33.6,61.9,Uncommon,32.8,64.5,28.5,22.3,29.2,-0.5,-15.099999999999998,12.200000000000003,-0.8000000000000007,10.400000000000002,4.400000000000002
castijo01,John Castino,3B,Big Hair Era (1977-1993),66.6,Uncommon,49.7,31.7,42.5,30.9,70.1,65.6,Uncommon,49.6,29.6,31.3,28.2,67.3,1.0,0.10000000000000142,2.099999999999998,11.2,2.6999999999999993,2.799999999999997
cedenan01,Andujar Cedeno,SS,Big Hair Era (1977-1993),58.8,Common,29.6,47.7,33.0,31.0,23.1,54.4,Common,9.0,36.2,28.3,23.6,23.3,4.399999999999999,20.6,11.5,4.699999999999999,7.399999999999999,-0.1999999999999993
ceronri01,Rick Cerone,C,Big Hair Era (1977-1993),59.1,Common,35.2,36.8,9.2,32.9,57.9,59.5,Common,33.9,29.0,1.0,31.1,57.6,-0.3999999999999986,1.3000000000000043,7.799999999999997,8.2,1.7999999999999972,0.29999999999999716
chambch01,Chris Chambliss,1B,Big Hair Era (1977-1993),60.8,Uncommon,52.3,34.3,25.6,11.1,53.9,69.8,Uncommon,60.0,43.3,24.8,23.1,56.6,-9.0,-7.700000000000003,-9.0,0.8000000000000007,-12.000000000000002,-2.700000000000003
clarkja01,Jack Clark,CF,Big Hair Era (1977-1993),82.1,Epic,50.8,93.2,41.0,86.0,49.6,81.6,Epic,49.0,90.8,34.2,106.1,44.5,0.5,1.7999999999999972,2.4000000000000057,6.799999999999997,-20.099999999999994,5.100000000000001
clarkje01,Jerald Clark,CF,Big Hair Era (1977-1993),70.0,Rare,40.9,71.0,39.2,22.3,58.8,59.4,Common,29.4,46.7,30.0,12.3,53.0,10.600000000000001,11.5,24.299999999999997,9.200000000000003,10.0,5.799999999999997
clarkwi02,Will Clark,1B,Big Hair Era (1977-1993),83.8,Epic,67.7,83.9,54.8,65.8,53.1,87.2,Epic,82.6,83.2,44.6,68.2,47.5,-3.4000000000000057,-14.899999999999991,0.7000000000000028,10.199999999999996,-2.4000000000000057,5.600000000000001
coleal01,Alex Cole,CF,Big Hair Era (1977-1993),70.7,Rare,53.8,16.1,94.1,66.3,32.1,62.3,Uncommon,50.5,5.4,80.2,58.7,33.5,8.400000000000006,3.299999999999997,10.700000000000001,13.899999999999991,7.599999999999994,-1.3999999999999986
colemvi01,Vince Coleman,CF,Big Hair Era (1977-1993),68.9,Uncommon,44.1,6.8,125.0,37.7,50.1,62.4,Uncommon,42.4,6.3,125.0,39.7,40.3,6.500000000000007,1.7000000000000028,0.5,0.0,-2.0,9.800000000000004
colesda01,Darnell Coles,3B,Big Hair Era (1977-1993),62.5,Uncommon,29.3,62.4,32.3,36.9,33.2,63.1,Uncommon,41.2,52.2,19.8,31.4,29.0,-0.6000000000000014,-11.900000000000002,10.199999999999996,12.499999999999996,5.5,4.200000000000003
collida02,Dave Collins,CF,Big Hair Era (1977-1993),75.0,Rare,57.0,22.3,117.4,40.9,58.1,69.5,Uncommon,57.3,14.5,95.2,38.6,53.8,5.5,-0.29999999999999716,7.800000000000001,22.200000000000003,2.299999999999997,4.300000000000004
conceda01,Dave Concepcion,SS,Big Hair Era (1977-1993),73.9,Rare,49.8,28.8,74.2,39.2,96.0,76.3,Rare,61.0,26.8,67.6,33.7,103.1,-2.3999999999999915,-11.200000000000003,2.0,6.6000000000000085,5.5,-7.099999999999994
coopece01,Cecil Cooper,1B,Big Hair Era (1977-1993),78.4,Rare,87.1,71.7,42.8,12.8,49.9,83.7,Epic,90.3,68.9,44.6,17.1,51.3,-5.299999999999997,-3.200000000000003,2.799999999999997,-1.8000000000000043,-4.300000000000001,-1.3999999999999986
coopesc01,Scott Cooper,3B,Big Hair Era (1977-1993),63.2,Uncommon,40.2,38.7,18.1,46.2,61.2,60.4,Uncommon,36.8,31.1,9.8,48.3,56.8,2.8000000000000043,3.4000000000000057,7.600000000000001,8.3,-2.0999999999999943,4.400000000000006
cottohe01,Henry Cotto,CF,Big Hair Era (1977-1993),63.2,Uncommon,31.6,42.1,79.4,16.4,41.4,60.7,Uncommon,38.7,26.2,80.5,14.5,39.2,2.5,-7.100000000000001,15.900000000000002,-1.0999999999999943,1.8999999999999986,2.1999999999999957
cowenal01,Al Cowens,CF,Big Hair Era (1977-1993),72.6,Rare,54.5,60.6,47.6,27.9,58.8,72.3,Rare,54.7,52.3,47.2,22.3,59.0,0.29999999999999716,-0.20000000000000284,8.300000000000004,0.3999999999999986,5.599999999999998,-0.20000000000000284
cromawa01,Warren Cromartie,CF,Big Hair Era (1977-1993),69.0,Uncommon,56.6,35.2,31.5,30.6,79.4,70.7,Rare,56.8,32.0,31.3,36.6,71.6,-1.7000000000000028,-0.19999999999999574,3.200000000000003,0.1999999999999993,-6.0,7.800000000000011
crowlte01,Terry Crowley,CF,Big Hair Era (1977-1993),63.4,Uncommon,21.9,58.6,24.2,70.8,35.4,67.2,Uncommon,32.9,49.6,16.9,80.1,25.9,-3.8000000000000043,-11.0,9.0,7.300000000000001,-9.299999999999997,9.5
cruzhe01,Hector Cruz,CF,Big Hair Era (1977-1993),56.7,Common,5.5,62.1,11.9,47.1,14.3,55.2,Common,1.9,36.8,14.8,44.8,26.8,1.5,3.6,25.300000000000004,-2.9000000000000004,2.3000000000000043,-12.5
cruzjo01,Jose Cruz Sr.,CF,Big Hair Era (1977-1993),80.9,Epic,77.2,43.2,75.8,53.4,66.6,80.5,Epic,79.1,39.0,73.6,54.2,70.7,0.4000000000000057,-1.8999999999999915,4.200000000000003,2.200000000000003,-0.8000000000000043,-4.1000000000000085
cruzju01,Julio Cruz,2B,Big Hair Era (1977-1993),67.7,Uncommon,17.5,11.6,108.8,58.6,82.1,62.1,Uncommon,15.2,1.0,117.1,57.7,78.6,5.600000000000001,2.3000000000000007,10.6,-8.299999999999997,0.8999999999999986,3.5
cruzto02,Todd Cruz,SS,Big Hair Era (1977-1993),56.4,Common,13.8,37.1,15.0,21.0,58.4,53.5,Common,1.0,29.9,8.8,4.3,61.2,2.8999999999999986,12.8,7.200000000000003,6.199999999999999,16.7,-2.8000000000000043
cubbami01,Mike Cubbage,3B,Big Hair Era (1977-1993),59.3,Common,31.6,35.6,19.0,44.8,49.6,59.5,Common,31.5,26.2,9.4,51.0,45.3,-0.20000000000000284,0.10000000000000142,9.400000000000002,9.6,-6.200000000000003,4.300000000000004
cuylemi01,Milt Cuyler,CF,Big Hair Era (1977-1993),58.3,Common,6.5,18.2,84.7,32.4,57.8,57.0,Common,15.2,15.9,67.2,34.3,55.2,1.2999999999999972,-8.7,2.299999999999999,17.5,-1.8999999999999986,2.5999999999999943
danieka01,Kal Daniels,CF,Big Hair Era (1977-1993),82.9,Epic,64.3,83.3,61.1,85.8,26.6,75.8,Rare,56.0,68.8,56.5,80.0,24.3,7.1000000000000085,8.299999999999997,14.5,4.600000000000001,5.799999999999997,2.3000000000000007
dauerri01,Rich Dauer,2B,Big Hair Era (1977-1993),59.1,Common,38.7,15.8,25.6,33.6,69.7,59.8,Common,34.1,14.4,11.6,29.3,71.6,-0.6999999999999957,4.600000000000001,1.4000000000000004,14.000000000000002,4.300000000000001,-1.8999999999999915
davisal01,Alvin Davis,1B,Big Hair Era (1977-1993),76.4,Rare,55.6,67.4,18.3,102.5,36.3,75.4,Rare,61.3,62.2,3.1,89.2,25.4,1.0,-5.699999999999996,5.200000000000003,15.200000000000001,13.299999999999997,10.899999999999999
davisch01,Chili Davis,CF,Big Hair Era (1977-1993),81.4,Epic,62.7,74.6,35.8,81.4,59.7,78.7,Rare,63.4,72.6,28.9,80.7,47.8,2.700000000000003,-0.6999999999999957,2.0,6.899999999999999,0.7000000000000028,11.900000000000006
daviser01,Eric Davis,CF,Big Hair Era (1977-1993),91.3,Legendary,45.3,102.9,125.0,85.2,49.9,87.0,Epic,57.7,99.9,102.5,74.8,40.5,4.299999999999997,-12.400000000000006,3.0,22.5,10.400000000000006,9.399999999999999
davisgl01,Glenn Davis,1B,Big Hair Era (1977-1993),68.7,Uncommon,30.2,80.7,27.1,50.3,39.1,73.7,Rare,36.2,81.5,28.7,44.7,34.4,-5.0,-6.0000000000000036,-0.7999999999999972,-1.5999999999999979,5.599999999999994,4.700000000000003
davisjo02,Jody Davis,C,Big Hair Era (1977-1993),62.4,Uncommon,22.6,60.9,5.0,28.4,84.3,62.8,Uncommon,24.3,58.1,3.7,37.5,74.1,-0.3999999999999986,-1.6999999999999993,2.799999999999997,1.2999999999999998,-9.100000000000001,10.200000000000003
