playerID,bbrefID,name,pos,sec_pos,era,peak_year,peak_year_display,debut_year,last_year,team,franchise_name,career_pa,career_ab,career_h,career_hr,career_sb,career_bb,career_so,seasons,bats,ba,obp,iso,k_rate,bb_rate,contact_val,power_val,eye_val,k_avoid_val,speed_val,defense_val,con_grade,pow_grade,eye_grade,k_avd_grade,spd_grade,def_grade,avg_attr_score,rarity,is_allstar,is_hof,allstar_selections,gold_gloves,gg_bonus,defense_source,is_clutch,is_captain
boggswa01,boggswa01,Wade Boggs,3B,,Big Hair Era (1977-1993),1987,1985,1982,1999,BOS,BOS,10711.0,9180,3010,118,24.0,1412,745.0,18,L,0.352,0.446,0.13,0.064,0.145,125.0,33.0,96.5,95.6,13.7,92.3,S,D,A+,A+,F,A,90.2,Legendary,True,True,12,2,4,bbref_war,False,False
mattido01,mattido01,Don Mattingly,1B,,Big Hair Era (1977-1993),1987,1986,1982,1995,NYY,NYY,7708.0,7003,2153,222,14.0,588,444.0,14,L,0.322,0.371,0.197,0.053,0.075,98.8,75.8,31.6,101.4,23.0,72.0,A+,B+,D,S,D-,B,90.1,Legendary,True,False,6,9,18,bbref_war,False,True
puckeki01,puckeki01,Kirby Puckett,CF,RF,Big Hair Era (1977-1993),1989,1988,1984,1995,MIN,MIN,7808.0,7244,2304,207,134.0,450,965.0,12,R,0.329,0.366,0.173,0.125,0.053,105.8,61.3,10.1,63.6,51.0,84.0,S,B-,F,B-,C,A-,90.0,Legendary,True,True,10,6,12,bbref_war,True,True
lynnfr01,lynnfr01,Fred Lynn,CF,"LF,RF",Big Hair Era (1977-1993),1979,1979,1974,1990,BOS,BOS,7898.0,6925,1960,306,72.0,857,1116.0,18,L,0.307,0.385,0.214,0.123,0.114,82.0,82.0,67.2,64.9,42.7,67.5,A-,A-,B,B-,C-,B,89.7,Epic,True,False,9,4,8,bbref_war,True,False
murphda05,murphda05,Dale Murphy,CF,"1B,LF,RF",Big Hair Era (1977-1993),1984,1987,1976,1993,ATL,ATL,9034.0,7960,2111,398,161.0,986,1748.0,19,R,0.288,0.378,0.24,0.193,0.125,62.9,99.7,78.0,28.0,60.7,76.6,B-,A+,B+,D,B-,B+,89.7,Epic,True,False,7,5,10,bbref_war,False,True
cartega01,cartega01,Gary Carter,C,RF,Big Hair Era (1977-1993),1982,1982,1974,1992,WSH,WSH,8986.0,7971,2092,324,39.0,848,997.0,19,R,0.279,0.354,0.207,0.111,0.099,53.9,80.7,53.6,71.0,30.0,118.4,C,A-,C,B,D,S,89.5,Epic,True,True,11,3,6,bbref_war,True,True
trammal01,trammal01,Alan Trammell,SS,,Big Hair Era (1977-1993),1986,1987,1977,1996,DET,DET,9251.0,8288,2365,185,236.0,850,874.0,20,R,0.31,0.378,0.159,0.092,0.098,85.2,52.1,52.1,80.9,65.6,106.6,A,C,C,A-,B,S,89.3,Epic,True,True,6,4,8,bbref_war,True,False
daviser01,daviser01,Eric Davis,CF,"LF,RF",Big Hair Era (1977-1993),1989,1987,1984,2001,CIN,CIN,6144.0,5321,1430,282,349.0,740,1398.0,18,R,0.286,0.376,0.248,0.22,0.126,59.9,102.6,77.1,14.2,107.1,41.3,C+,S,B+,F,S,C-,89.2,Epic,True,False,2,3,6,bbref_war,False,True
clarkwi02,clarkwi02,Will Clark,1B,,Big Hair Era (1977-1993),1991,1989,1986,2000,SFG,SFG,8270.0,7173,2176,284,67.0,937,1190.0,16,L,0.309,0.392,0.219,0.152,0.117,84.4,85.3,70.2,49.5,47.3,48.6,A-,A,B,C,C,C,89.0,Epic,True,False,6,1,2,bbref_war,True,False
evansdw01,evansdw01,Dwight Evans,RF,1B,Big Hair Era (1977-1993),1982,1981,1972,1991,BOS,BOS,10517.0,8996,2446,385,78.0,1391,1697.0,20,R,0.289,0.395,0.219,0.153,0.148,64.3,85.1,99.6,48.8,36.2,108.5,B-,A,A+,C,D+,S,88.9,Epic,True,False,3,8,16,bbref_war,False,False
fostege01,fostege01,George Foster,LF,"CF,RF",Big Hair Era (1977-1993),1978,1977,1969,1986,CIN,CIN,7809.0,7023,1925,348,51.0,666,1419.0,20,R,0.297,0.369,0.246,0.167,0.1,71.9,102.2,53.8,41.5,34.7,68.3,B,S,C,C-,D,B,88.8,Epic,True,False,5,0,0,bbref_war,True,False
yountro01,yountro01,Robin Yount,SS,CF,Big Hair Era (1977-1993),1983,1982,1974,1993,MIL,MIL,12145.0,11008,3142,251,271.0,966,1350.0,20,R,0.309,0.369,0.19,0.101,0.088,85.5,68.6,43.0,76.4,86.9,87.6,A,B,C-,B+,A,A,88.8,Epic,True,True,3,1,2,bbref_war,False,False
parkeda01,parkeda01,Dave Parker,RF,,Big Hair Era (1977-1993),1978,1977,1973,1991,PIT,PIT,10183.0,9358,2712,339,154.0,683,1537.0,20,L,0.316,0.369,0.209,0.138,0.073,92.4,80.9,29.4,56.8,47.9,64.1,A,A-,D,C+,C,B-,88.4,Epic,True,True,7,3,6,bbref_war,True,False
mcgrifr01,mcgrifr01,Fred McGriff,1B,,Big Hair Era (1977-1993),1992,1989,1986,2004,TOR,TOR,10172.0,8757,2490,493,72.0,1305,1882.0,21,L,0.288,0.392,0.249,0.188,0.146,62.8,103.6,96.9,30.7,29.8,47.3,B-,S,A+,D,D,C,88.2,Epic,True,True,5,0,0,bbref_war,True,False
sandbry01,sandbry01,Ryne Sandberg,2B,3B,Big Hair Era (1977-1993),1989,1984,1981,1997,CHC,CHC,9251.0,8385,2386,282,344.0,761,1260.0,16,R,0.296,0.359,0.203,0.13,0.09,72.0,77.6,44.8,60.9,78.3,105.1,B,B+,C-,B-,B+,S,88.1,Epic,True,True,10,9,18,bbref_war,False,False
murraed02,murraed02,Eddie Murray,1B,,Big Hair Era (1977-1993),1983,1984,1977,1997,BAL,BAL,12815.0,11336,3255,504,110.0,1333,1516.0,23,B,0.305,0.385,0.214,0.119,0.118,80.9,84.5,70.8,66.9,40.0,67.4,A-,A-,B,B,C-,B,88.0,Epic,True,True,8,3,6,bbref_war,False,False
hernake01,hernake01,Keith Hernandez,1B,,Big Hair Era (1977-1993),1983,1979,1974,1990,STL,STL,8543.0,7370,2182,162,98.0,1070,1012.0,18,L,0.312,0.401,0.149,0.114,0.129,88.3,44.7,81.7,69.7,38.1,95.9,A,C-,A-,B,D+,A+,87.9,Epic,True,False,5,11,22,bbref_war,False,True
riceji01,riceji01,Jim Rice,LF,DH,Big Hair Era (1977-1993),1979,1978,1974,1989,BOS,BOS,9053.0,8225,2452,382,58.0,670,1423.0,16,R,0.315,0.371,0.232,0.156,0.078,91.6,95.2,34.0,47.7,39.1,57.1,A,A+,D,C,D+,C+,87.2,Epic,True,True,8,0,0,bbref_war,False,False
guerrpe01,guerrpe01,Pedro Guerrero,3B,"1B,CF,LF,RF",Big Hair Era (1977-1993),1984,1985,1978,1992,LAD,LAD,6106.0,5392,1618,215,97.0,609,862.0,16,R,0.311,0.387,0.203,0.144,0.109,86.0,77.6,63.0,54.0,47.0,25.8,A,B+,B-,C,C,D,86.6,Epic,True,False,5,0,0,bbref_war,True,False
coopece01,coopece01,Cecil Cooper,1B,,Big Hair Era (1977-1993),1980,1980,1971,1987,MIL,MIL,7893.0,7349,2192,241,89.0,448,911.0,17,L,0.316,0.354,0.188,0.104,0.059,92.0,70.5,16.1,74.6,47.1,52.4,A,B,F,B,C,C,86.3,Epic,True,False,5,2,4,bbref_war,False,True
madlobi01,madlobi01,Bill Madlock,3B,2B,Big Hair Era (1977-1993),1981,1982,1973,1987,PIT,PIT,7336.0,6594,2008,163,174.0,605,510.0,18,R,0.325,0.385,0.148,0.059,0.088,99.8,45.9,42.9,98.2,58.2,35.8,A+,C,C-,A+,C+,D+,86.3,Epic,True,False,3,0,0,bbref_war,True,False
hrbekke01,hrbekke01,Kent Hrbek,1B,,Big Hair Era (1977-1993),1986,1984,1981,1994,MIN,MIN,7122.0,6192,1749,293,37.0,838,798.0,14,L,0.293,0.372,0.214,0.116,0.112,67.8,84.0,65.3,68.2,23.9,52.5,B,A-,B,B,D-,C,86.2,Epic,True,False,1,0,0,bbref_war,False,True
garvest01,garvest01,Steve Garvey,1B,3B,Big Hair Era (1977-1993),1977,1975,1969,1987,LAD,LAD,9433.0,8835,2599,272,83.0,479,1003.0,19,R,0.311,0.348,0.168,0.1,0.055,87.8,59.3,12.0,76.5,42.0,59.1,A,C+,F,B+,C-,C+,86.1,Epic,True,False,10,4,8,bbref_war,True,True
gibsoki01,gibsoki01,Kirk Gibson,RF,"CF,LF",Big Hair Era (1977-1993),1986,1988,1979,1995,DET,DET,6633.0,5798,1553,255,284.0,718,1285.0,17,L,0.285,0.368,0.218,0.195,0.11,59.4,85.1,63.3,27.3,88.6,47.3,C+,A,B-,D,A,C,86.0,Epic,False,False,0,0,0,bbref_war,True,False
bellbu01,bellbu01,Buddy Bell,3B,,Big Hair Era (1977-1993),1981,1979,1972,1989,TEX,TEX,9949.0,8995,2514,201,55.0,836,776.0,20,R,0.299,0.359,0.144,0.075,0.086,73.7,43.5,41.4,90.0,29.0,125.0,B,C-,C-,A,D,S,85.7,Epic,True,False,5,6,12,bbref_war,False,True
smithoz01,smithoz01,Ozzie Smith,SS,,Big Hair Era (1977-1993),1987,1989,1978,1996,STL,STL,10564.0,9396,2460,28,580.0,1072,589.0,19,B,0.283,0.365,0.072,0.054,0.114,58.0,1.1,67.3,100.6,109.4,125.0,C+,F,B,S,S,S,85.7,Epic,True,True,15,13,26,bbref_war,True,True
fiskca01,fiskca01,Carlton Fisk,C,,Big Hair Era (1977-1993),1977,1972,1969,1993,BOS,BOS,9827.0,8756,2356,376,128.0,849,1386.0,24,R,0.287,0.366,0.196,0.138,0.101,62.0,72.9,54.7,56.8,49.9,80.2,B-,B,C,C+,C,A-,85.6,Epic,True,True,11,1,2,bbref_war,False,True
whitalo01,whitalo01,Lou Whitaker,2B,,Big Hair Era (1977-1993),1985,1991,1977,1995,DET,DET,9878.0,8570,2369,244,143.0,1197,1099.0,19,L,0.285,0.377,0.169,0.091,0.129,59.6,57.1,81.4,81.4,49.8,97.2,C+,C+,A-,A-,C,A+,84.9,Epic,True,False,5,3,6,bbref_war,False,False
clarkja01,clarkja01,Jack Clark,RF,1B,Big Hair Era (1977-1993),1983,1978,1975,1992,SFG,SFG,8216.0,6847,1826,340,77.0,1262,1441.0,18,R,0.277,0.393,0.235,0.17,0.161,51.4,93.2,110.3,40.1,36.1,45.6,C,A,S,C-,D+,C,84.7,Epic,True,False,4,0,0,bbref_war,False,False
dykstle01,dykstle01,Lenny Dykstra,CF,,Big Hair Era (1977-1993),1990,1990,1985,1996,PHI,PHI,5257.0,4559,1298,81,285.0,640,503.0,13,L,0.299,0.385,0.14,0.092,0.119,73.0,39.9,70.7,80.8,105.2,64.9,B,D+,B,A-,S,B-,84.6,Epic,True,False,3,0,0,bbref_war,False,False
strawda01,strawda01,Darryl Strawberry,RF,,Big Hair Era (1977-1993),1988,1987,1983,1999,NYM,NYM,6325.0,5418,1401,335,221.0,816,1352.0,17,L,0.269,0.368,0.255,0.207,0.133,43.1,106.2,84.3,21.0,63.4,50.7,C-,S,A-,D-,B-,C,84.5,Epic,True,False,8,0,0,bbref_war,False,False
grissma02,grissma02,Marquis Grissom,CF,,Big Hair Era (1977-1993),1994,1992,1989,2005,WSH,WSH,8921.0,8275,2251,227,429.0,553,1240.0,17,R,0.289,0.332,0.155,0.127,0.06,64.0,50.0,17.2,62.7,111.5,89.0,B-,C,F,B-,S,A,84.4,Epic,True,False,2,4,8,bbref_war,True,False
bakerdu01,bakerdu01,Dusty Baker,LF,"CF,RF",Big Hair Era (1977-1993),1977,1972,1968,1986,LAD,LAD,7994.0,7117,1981,242,137.0,762,926.0,19,R,0.297,0.357,0.179,0.114,0.086,71.5,64.9,41.4,69.3,48.5,57.9,B,B-,C-,B,C,C+,84.3,Epic,True,False,2,1,2,bbref_war,True,False
gaettga01,gaettga01,Gary Gaetti,3B,1B,Big Hair Era (1977-1993),1988,1986,1981,2000,MIN,MIN,9785.0,8951,2280,360,96.0,634,1602.0,22,R,0.271,0.331,0.22,0.16,0.074,45.6,88.9,30.7,45.1,30.7,108.1,C,A,D,C,D,S,84.3,Epic,True,False,2,4,8,bbref_war,True,False
singlke01,singlke01,Ken Singleton,RF,LF,Big Hair Era (1977-1993),1977,1973,1970,1984,BAL,BAL,8529.0,7189,2029,246,21.0,1263,1246.0,15,B,0.3,0.408,0.175,0.141,0.156,75.2,60.9,106.7,55.3,17.6,30.8,B+,B-,S,C+,F,D,84.3,Epic,True,False,3,0,0,bbref_war,False,True
cansejo01,cansejo01,Jose Canseco,RF,"DH,LF",Big Hair Era (1977-1993),1991,1988,1985,2001,OAK,OAK,8128.0,7057,1877,462,200.0,906,1942.0,19,R,0.276,0.368,0.267,0.233,0.119,50.1,114.7,71.8,7.3,62.3,33.3,C,S,B,F,B-,D,84.2,Epic,True,False,6,0,0,bbref_war,False,False
francju01,francju01,Julio Franco,2B,"1B,SS",Big Hair Era (1977-1993),1990,1990,1982,2007,TEX,TEX,9712.0,8677,2586,173,281.0,917,1341.0,25,R,0.314,0.381,0.127,0.115,0.097,89.5,34.0,51.7,68.7,75.9,52.6,A,D,C,B,B+,C,84.1,Epic,True,False,3,0,0,bbref_war,True,False
evansda01,evansda01,Darrell Evans,3B,1B,Big Hair Era (1977-1993),1980,1973,1969,1989,ATL,ATL,10703.0,8973,2223,414,98.0,1605,1410.0,22,L,0.259,0.374,0.216,0.134,0.155,32.7,84.8,105.2,59.0,37.6,82.4,D,A-,S,C+,D+,A-,83.9,Epic,True,False,2,0,0,bbref_war,False,False
randowi01,randowi01,Willie Randolph,2B,,Big Hair Era (1977-1993),1979,1980,1975,1992,NYY,NYY,9363.0,8018,2210,54,271.0,1243,675.0,19,R,0.289,0.396,0.084,0.068,0.149,63.4,7.3,99.3,93.7,82.1,97.6,B-,F,A+,A,A-,A+,83.9,Epic,True,False,6,0,0,bbref_war,False,True
bicheda01,bicheda01,Dante Bichette,RF,LF,Big Hair Era (1977-1993),1996,1993,1988,2001,COL,COL,6850.0,6381,1906,274,152.0,355,1078.0,15,R,0.313,0.353,0.222,0.142,0.056,89.4,90.4,13.5,55.0,39.5,27.6,A,A,F,C+,D+,D,83.7,Epic,True,False,4,0,0,bbref_war,False,False
mitchke01,mitchke01,Kevin Mitchell,LF,3B,Big Hair Era (1977-1993),1990,1989,1984,1998,SFG,SFG,4694.0,4134,1173,234,30.0,491,719.0,15,R,0.287,0.364,0.262,0.156,0.106,61.3,109.8,59.5,47.3,21.1,24.0,B-,S,C+,C,D-,D-,83.7,Epic,True,False,2,0,0,bbref_war,False,False
thornan01,thornan01,Andre Thornton,1B,DH,Big Hair Era (1977-1993),1978,1978,1973,1987,CLE,CLE,6279.0,5291,1342,253,48.0,876,851.0,15,R,0.265,0.377,0.224,0.131,0.148,38.8,87.7,98.5,60.5,31.1,34.8,D+,A,A+,B-,D,D,83.7,Epic,True,False,2,0,0,bbref_war,False,True
butlebr01,butlebr01,Brett Butler,CF,LF,Big Hair Era (1977-1993),1988,1988,1981,1997,CLE,CLE,9398.0,8180,2375,54,558.0,1129,907.0,18,L,0.303,0.398,0.097,0.093,0.135,78.1,13.7,86.8,80.5,96.7,55.6,B+,F,A,A-,A+,C+,83.6,Epic,True,False,1,0,0,bbref_war,False,True
cruzjo01,cruzjo01,Jose Cruz Sr.,LF,"CF,RF",Big Hair Era (1977-1993),1979,1984,1970,1988,HOU,HOU,8904.0,7917,2251,165,317.0,898,1031.0,19,L,0.306,0.373,0.14,0.103,0.101,81.1,39.2,55.4,75.3,76.0,72.4,A-,D+,C+,B+,B+,B,83.4,Epic,True,False,2,0,0,bbref_war,False,False
maddoga01,maddoga01,Garry Maddox,CF,,Big Hair Era (1977-1993),1977,1976,1972,1986,PHI,PHI,6750.0,6331,1802,117,248.0,323,781.0,16,R,0.294,0.333,0.141,0.127,0.051,68.8,40.8,9.1,62.9,79.9,115.0,B,C-,F,B-,B+,S,83.3,Epic,False,False,0,8,16,bbref_war,False,True
vanslan01,vanslan01,Andy Van Slyke,CF,RF,Big Hair Era (1977-1993),1989,1988,1983,1995,PIT,PIT,6466.0,5711,1562,164,245.0,667,1063.0,14,L,0.286,0.356,0.192,0.163,0.099,60.3,68.5,53.4,43.9,79.5,76.0,B-,B,C,C-,B+,B+,83.3,Epic,True,False,3,5,10,bbref_war,False,False
simmote01,simmote01,Ted Simmons,C,1B,Big Hair Era (1977-1993),1977,1978,1968,1988,STL,STL,9674.0,8680,2472,248,21.0,855,694.0,21,B,0.309,0.373,0.169,0.071,0.093,84.7,57.6,48.1,91.9,15.4,61.2,A-,C+,C,A,F,B-,83.2,Epic,True,True,8,0,0,bbref_war,False,False
gantro01,gantro01,Ron Gant,LF,"2B,CF",Big Hair Era (1977-1993),1995,1993,1987,2003,ATL,ATL,7308.0,6449,1651,321,243.0,770,1411.0,18,R,0.268,0.344,0.224,0.176,0.102,41.8,89.6,56.4,37.1,78.5,70.1,C-,A,C+,D+,B+,B,83.1,Epic,True,False,2,0,0,bbref_war,False,False
greenmi01,greenmi01,Mike Greenwell,LF,,Big Hair Era (1977-1993),1990,1988,1985,1996,BOS,BOS,5163.0,4623,1400,130,80.0,460,364.0,12,L,0.309,0.374,0.164,0.067,0.09,84.8,54.0,45.1,94.0,35.6,50.2,A-,C,C,A,D+,C,83.0,Epic,True,False,2,0,0,bbref_war,False,False
lemonch01,lemonch01,Chet Lemon,CF,RF,Big Hair Era (1977-1993),1980,1984,1975,1990,CHW,CHW,7822.0,6868,1875,215,58.0,749,1024.0,16,R,0.286,0.369,0.189,0.126,0.099,60.4,67.6,52.9,63.1,24.9,100.1,B-,B,C,B-,D-,S,82.8,Epic,True,False,3,0,0,bbref_war,False,False
griffke01,griffke01,Ken Griffey Sr.,RF,"1B,CF,LF",Big Hair Era (1977-1993),1978,1976,1973,1991,CIN,CIN,8017.0,7229,2143,152,200.0,719,898.0,22,L,0.308,0.373,0.135,0.116,0.095,83.3,36.4,49.9,68.4,78.4,37.7,A-,D+,C,B,B+,D+,82.7,Epic,True,False,3,0,0,bbref_war,True,False
baineha01,baineha01,Harold Baines,DH,RF,Big Hair Era (1977-1993),1989,1984,1980,2001,CHW,CHW,11083.0,9908,2866,384,34.0,1062,1441.0,27,L,0.301,0.368,0.191,0.123,0.099,76.1,70.8,53.7,64.8,27.7,45.7,B+,B,C,B-,D,C,82.5,Epic,True,True,6,0,0,bbref_war,False,False
davisch01,davisch01,Chili Davis,DH,"CF,LF,RF",Big Hair Era (1977-1993),1989,1984,1981,1999,SFG,SFG,9976.0,8673,2380,350,142.0,1194,1698.0,19,B,0.291,0.383,0.198,0.165,0.132,65.6,74.2,83.4,43.0,30.3,48.9,B,B,A-,C-,D,C,82.5,Epic,True,False,3,0,0,bbref_war,False,False
joynewa01,joynewa01,Wally Joyner,1B,,Big Hair Era (1977-1993),1991,1987,1986,2001,LAA,LAA,8089.0,7127,2060,204,60.0,833,825.0,16,L,0.299,0.368,0.171,0.1,0.1,74.1,59.2,54.2,76.8,37.5,58.2,B,C+,C,B+,D+,C+,82.5,Epic,True,False,1,0,0,bbref_war,False,False
luzingr01,luzingr01,Greg Luzinski,LF,DH,Big Hair Era (1977-1993),1978,1978,1970,1984,PHI,PHI,7513.0,6505,1795,307,37.0,845,1495.0,15,R,0.29,0.378,0.219,0.197,0.117,64.5,86.5,70.5,26.0,15.9,26.7,B-,A,B,D,F,D,82.5,Epic,True,False,4,0,0,bbref_war,False,True
matthga01,matthga01,Gary Matthews,LF,RF,Big Hair Era (1977-1993),1978,1979,1972,1987,SFG,SFG,8170.0,7147,2011,234,183.0,940,1125.0,17,R,0.292,0.376,0.159,0.124,0.119,66.6,51.1,71.4,64.1,58.7,34.9,B,C,B,B-,C+,D,82.4,Epic,True,False,1,0,0,bbref_war,True,False
bonilbo01,bonilbo01,Bobby Bonilla,3B,"1B,LF,RF",Big Hair Era (1977-1993),1990,1988,1986,2001,PIT,PIT,8250.0,7213,2010,287,45.0,912,1204.0,19,B,0.29,0.365,0.216,0.134,0.108,64.6,83.9,61.7,59.1,27.0,33.0,B-,A-,B-,C+,D,D,82.1,Epic,True,False,6,0,0,bbref_war,False,False
mcraeha01,mcraeha01,Hal McRae,DH,LF,Big Hair Era (1977-1993),1977,1977,1968,1987,KCR,KCR,8030.0,7218,2091,191,109.0,648,779.0,19,R,0.309,0.371,0.176,0.089,0.083,84.2,60.4,38.3,82.4,39.0,35.0,A-,B-,D+,A-,D+,D+,82.1,Epic,True,False,3,0,0,bbref_war,False,False
oliveal01,oliveal01,Al Oliver,CF,"1B,LF",Big Hair Era (1977-1993),1977,1982,1968,1985,PIT,PIT,9761.0,9049,2743,219,84.0,535,756.0,20,L,0.317,0.357,0.158,0.074,0.057,92.6,51.3,14.5,90.4,41.2,51.7,A,C,F,A,C-,C,82.1,Epic,True,False,7,0,0,bbref_war,False,False
smithlo01,smithlo01,Lonnie Smith,LF,,Big Hair Era (1977-1993),1986,1989,1978,1994,ATL,ATL,5931.0,5170,1488,98,370.0,623,849.0,19,R,0.301,0.383,0.137,0.135,0.105,74.9,37.6,58.8,58.3,88.7,65.6,B,D+,C+,C+,A,B,81.9,Epic,True,False,1,0,0,bbref_war,False,False
decindo01,decindo01,Doug DeCinces,3B,,Big Hair Era (1977-1993),1980,1982,1973,1987,BAL,BAL,6512.0,5809,1505,237,58.0,618,904.0,16,R,0.274,0.34,0.205,0.129,0.093,48.3,78.7,48.1,61.7,37.0,80.9,C,B+,C,B-,D+,A-,81.8,Epic,True,False,1,0,0,bbref_war,False,False
harrato01,harrato01,Toby Harrah,3B,"2B,SS",Big Hair Era (1977-1993),1978,1975,1969,1986,TEX,TEX,8690.0,7402,1954,195,238.0,1153,868.0,17,R,0.276,0.384,0.162,0.099,0.142,50.5,53.4,93.7,77.3,71.7,47.7,C,C,A,B+,B,C,81.8,Epic,True,False,4,0,0,bbref_war,False,False
barfije01,barfije01,Jesse Barfield,RF,,Big Hair Era (1977-1993),1987,1986,1981,1992,TOR,TOR,5378.0,4759,1219,241,66.0,551,1234.0,13,R,0.266,0.348,0.222,0.236,0.108,39.8,88.2,61.0,5.5,40.5,108.0,D+,A,B-,F,C-,S,81.7,Epic,True,False,1,2,4,bbref_war,False,False
oglivbe01,oglivbe01,Ben Oglivie,LF,RF,Big Hair Era (1977-1993),1979,1980,1971,1986,MIL,MIL,6577.0,5913,1615,235,87.0,560,852.0,16,L,0.279,0.346,0.213,0.125,0.09,53.7,83.8,44.8,63.9,41.2,52.8,C,A-,C-,B-,C-,C,81.7,Epic,True,False,3,0,0,bbref_war,False,False
downibr01,downibr01,Brian Downing,LF,"C,DH",Big Hair Era (1977-1993),1984,1982,1973,1992,LAA,LAA,9249.0,7853,2099,275,50.0,1197,1127.0,20,R,0.275,0.381,0.185,0.106,0.132,49.8,66.3,83.9,73.5,37.8,53.9,C,B,A-,B,D+,C,81.5,Epic,True,False,1,0,0,bbref_war,False,False
gamblos01,gamblos01,Oscar Gamble,DH,"LF,RF",Big Hair Era (1977-1993),1977,1979,1969,1985,NYY,NYY,5185.0,4502,1195,200,47.0,610,546.0,18,L,0.283,0.37,0.208,0.102,0.113,56.4,78.9,65.3,75.6,29.8,31.3,C+,B+,B,B+,D,D,81.4,Epic,False,False,0,0,0,bbref_war,False,False
johnsla03,johnsla03,Lance Johnson,CF,,Big Hair Era (1977-1993),1993,1996,1987,2000,CHW,CHW,5765.0,5379,1565,34,327.0,352,384.0,15,L,0.301,0.342,0.106,0.059,0.059,76.6,19.0,16.3,98.3,108.6,88.8,B+,F,F,A+,S,A,81.4,Epic,True,False,1,0,0,bbref_war,False,False
